pf_id,pf,primary_nd
416,demand_EL_MFH_SUB_3_DSR_best_2035,MFH_SUB_3_DSR
417,demand_EL_MFH_URB_0_DSR_best_2035,MFH_URB_0_DSR
418,demand_EL_MFH_URB_1_DSR_best_2035,MFH_URB_1_DSR
419,demand_EL_MFH_URB_2_DSR_best_2035,MFH_URB_2_DSR
420,demand_EL_MFH_URB_3_DSR_best_2035,MFH_URB_3_DSR
421,demand_EL_SFH_RUR_0_DSR_best_2035,SFH_RUR_0_DSR
422,demand_EL_SFH_RUR_1_DSR_best_2035,SFH_RUR_1_DSR
423,demand_EL_SFH_RUR_2_DSR_best_2035,SFH_RUR_2_DSR
424,demand_EL_SFH_RUR_3_DSR_best_2035,SFH_RUR_3_DSR
425,demand_EL_SFH_SUB_0_DSR_best_2035,SFH_SUB_0_DSR
426,demand_EL_SFH_SUB_1_DSR_best_2035,SFH_SUB_1_DSR
427,demand_EL_SFH_SUB_2_DSR_best_2035,SFH_SUB_2_DSR
428,demand_EL_SFH_SUB_3_DSR_best_2035,SFH_SUB_3_DSR
429,demand_EL_SFH_URB_0_DSR_best_2035,SFH_URB_0_DSR
430,demand_EL_SFH_URB_1_DSR_best_2035,SFH_URB_1_DSR
431,demand_EL_SFH_URB_2_DSR_best_2035,SFH_URB_2_DSR
432,demand_EL_SFH_URB_3_DSR_best_2035,SFH_URB_3_DSR
433,demand_EL_MFH_RUR_0_EV,MFH_RUR_0_EV
434,demand_EL_MFH_RUR_1_EV,MFH_RUR_1_EV
435,demand_EL_MFH_RUR_2_EV,MFH_RUR_2_EV
436,demand_EL_MFH_RUR_3_EV,MFH_RUR_3_EV
437,demand_EL_MFH_SUB_0_EV,MFH_SUB_0_EV
438,demand_EL_MFH_SUB_1_EV,MFH_SUB_1_EV
439,demand_EL_MFH_SUB_2_EV,MFH_SUB_2_EV
440,demand_EL_MFH_SUB_3_EV,MFH_SUB_3_EV
441,demand_EL_MFH_URB_0_EV,MFH_URB_0_EV
442,demand_EL_MFH_URB_1_EV,MFH_URB_1_EV
443,demand_EL_MFH_URB_2_EV,MFH_URB_2_EV
444,demand_EL_MFH_URB_3_EV,MFH_URB_3_EV
445,demand_EL_SFH_RUR_0_EV,SFH_RUR_0_EV
446,demand_EL_SFH_RUR_1_EV,SFH_RUR_1_EV
447,demand_EL_SFH_RUR_2_EV,SFH_RUR_2_EV
448,demand_EL_SFH_RUR_3_EV,SFH_RUR_3_EV
449,demand_EL_SFH_SUB_0_EV,SFH_SUB_0_EV
450,demand_EL_SFH_SUB_1_EV,SFH_SUB_1_EV
451,demand_EL_SFH_SUB_2_EV,SFH_SUB_2_EV
452,demand_EL_SFH_SUB_3_EV,SFH_SUB_3_EV
453,demand_EL_SFH_URB_0_EV,SFH_URB_0_EV
454,demand_EL_SFH_URB_1_EV,SFH_URB_1_EV
455,demand_EL_SFH_URB_2_EV,SFH_URB_2_EV
456,demand_EL_SFH_URB_3_EV,SFH_URB_3_EV
457,supply_IT_WIN_OFF,IT_WIN_OFF
